OK: res://Assets/Kenney/Pirate Kit/barrel.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/barrel_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-high.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-high_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-pennant.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-pennant_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-pirate-high-pennant.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-pirate-high-pennant_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-pirate-high.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-pirate-high_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-pirate-pennant.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-pirate-pennant_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag-pirate.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag-pirate_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/flag.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/flag_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/grass-patch.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/grass-patch_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/grass-plant.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/grass-plant_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/grass.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/grass_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/hole.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/hole_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/mast-ropes.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/mast-ropes_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/mast.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/mast_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/palm-bend.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/palm-bend_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/palm-detailed-bend.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/palm-detailed-bend_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/palm-detailed-straight.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/palm-detailed-straight_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/palm-straight.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/palm-straight_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/patch-grass-foliage.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/patch-grass-foliage_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/patch-grass.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/patch-grass_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/patch-sand-foliage.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/patch-sand-foliage_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/patch-sand.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/patch-sand_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/platform-planks.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/platform-planks_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/platform.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/platform_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-a.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-a_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-b.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-b_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-c.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-c_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-sand-a.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-sand-a_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-sand-b.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-sand-b_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/rocks-sand-c.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/rocks-sand-c_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-ghost.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-ghost_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-large.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-large_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-medium.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-medium_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-pirate-large.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-pirate-large_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-pirate-medium.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-pirate-medium_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-pirate-small.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-pirate-small_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-small.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-small_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/ship-wreck.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/ship-wreck_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-fence-sides.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-fence-sides_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-fence.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-fence_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-platform-dock-small.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-platform-dock-small_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-platform-dock.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-platform-dock_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-platform-small.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-platform-small_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-platform.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-platform_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure-roof.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure-roof_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/structure.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/structure_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tool-paddle.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tool-paddle_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tool-shovel.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tool-shovel_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-base-door.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-base-door_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-base.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-base_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-complete-large.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-complete-large_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-complete-small.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-complete-small_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-middle-windows.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-middle-windows_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-middle.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-middle_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-roof.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-roof_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-top.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-top_colormap.tres
OK: res://Assets/Kenney/Pirate Kit/tower-watch.glb  [surface 0: colormap]  -> res://Assets/Kenney/Pirate Kit/tower-watch_colormap.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard.glb  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard.glb  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_M_Joints.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_RM.glb  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_RM_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_RM.glb  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 1[Standard]/Unreal-Godot/UAL1_Standard_RM_M_Joints.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Mannequin_F.blend  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Mannequin_F_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Mannequin_F.blend  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Mannequin_F_M_Joints.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Unreal-Godot/Mannequin_F.glb  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Unreal-Godot/Mannequin_F_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Unreal-Godot/Mannequin_F.glb  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Female Mannequin/Unreal-Godot/Mannequin_F_M_Joints.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard.glb  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard.glb  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_M_Joints.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_RM.glb  [surface 0: M_Main]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_RM_M_Main.tres
OK: res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_RM.glb  [surface 1: M_Joints]  -> res://Assets/Quaternius/Animation/Universal Animation Library 2[Standard]/Unreal-Godot/UAL2_Standard_RM_M_Joints.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien.fbx  [surface 0: Main]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien.fbx  [surface 1: Stripe]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Stripe.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien.fbx  [surface 2: Eyes]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Eyes.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien.fbx  [surface 3: Nails]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Nails.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien.fbx  [surface 4: White]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_White.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 0: Main]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 1: Stripe]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_Stripe.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 2: Glass]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_Glass.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 3: Eyes]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_Eyes.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 4: Nails]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_Nails.tres
OK: res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet.fbx  [surface 5: White]  -> res://Assets/Quaternius/Characters and Animals/Alien Animated - April 2019/FBX/Alien_Helmet_White.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 0: Accent]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_Accent.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 1: Main]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 2: Eye]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_Eye.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 3: Black]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_Black.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 4: LightGrey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_LightGrey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George.gltf  [surface 5: Grey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/George_Grey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 0: Main]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 1: Accent]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_Accent.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 2: Grey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_Grey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 3: LightGrey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_LightGrey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 4: Black]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_Black.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela.gltf  [surface 5: Eye]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Leela_Eye.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 0: Main]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 1: Accent]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_Accent.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 2: Black]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_Black.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 3: Eye]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_Eye.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 4: Grey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_Grey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike.gltf  [surface 5: LightGrey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Mike_LightGrey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 0: Main]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_Main.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 1: Accent]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_Accent.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 2: Grey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_Grey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 3: LightGrey]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_LightGrey.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 4: Black]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_Black.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan.gltf  [surface 5: Eye]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Flat Colors/glTF/Stan_Eye.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/George.gltf  [surface 0: George_Texture]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/George_George_Texture.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Leela.gltf  [surface 0: Leela_Texture]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Leela_Leela_Texture.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Mike.gltf  [surface 0: Mike_Texture]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Mike_Mike_Texture.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Stan.gltf  [surface 0: Stan_Texture]  -> res://Assets/Quaternius/Characters and Animals/Animated Mech Pack - March 2021/Textured/glTF/Stan_Stan_Texture.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 0: Skin]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Skin.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 1: Eyes]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Eyes.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 2: Hair]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Hair.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 3: Shirt]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Shirt.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 4: Pants]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Pants.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual.fbx  [surface 5: Socks]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Casual_Socks.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve.fbx  [surface 0: Skin]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve_Skin.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve.fbx  [surface 1: Eyes]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve_Eyes.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve.fbx  [surface 2: Hair]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve_Hair.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve.fbx  [surface 3: Shirt]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve_Shirt.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve.fbx  [surface 4: Pants]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_LongSleeve_Pants.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt.fbx  [surface 0: Skin]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt_Skin.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt.fbx  [surface 1: Eyes]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt_Eyes.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt.fbx  [surface 2: Hair]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt_Hair.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt.fbx  [surface 3: Hair2]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt_Hair2.tres
OK: res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt.fbx  [surface 4: Shirt]  -> res://Assets/Quaternius/Characters and Animals/Animated Men Characters - Feb 2019/FBX/Male_Shirt_Shirt.tres
